material,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
1846,175442.02,22001.1,27200.27,35560.73,73865.01,49756.74,18020.65,17115.8,8565.43,18057.63,38141.46,57446.23,57321.21,58505.95,55140.92,13440.14,116300.43,78554.48,5985.37,44782.72,67165.75,84451.52,50656.02,38775.29,7214.6,147992.6,74977.03,84031.55,25198.52,10384.9,75423.64,38171.28,29397.15,108895.94,24734.78,24655.83,55636.28,34805.31,17400.16,35746.79,4187.76,22943.64,41658.64,59312.94,87401.03,110884.6,23143.58,36437.6,25013.17,30879.55,52820.19,38341.77
1847,26154.08,55002.38,50083.43,45812.14,23971.07,117487.26,74751.4,58191.28,24743.93,37871.02,21264.49,18463.81,12622.49,89875.13,68355.19,24634.75,11234.83,13156.13,43389.68,115686.71,92514.79,53525.53,13062.95,34370.42,103647.89,31993.91,16582.68,111043.9,116190.75,38415.46,31857.84,186331.02,43609.33,30951.94,73633.2,146294.19,67829.79,39801.27,28301.38,73549.56,38186.25,38071.96,40874.65,61937.98,56200.06,52975.44,17738.16,19602.92,63354.36,106967.82,43764.75,47476.78
1848,23274.84,23209.95,62761.4,82148.38,29577.72,52002.65,37759.86,47887.4,16093.91,95748.77,31945.62,67410.22,90907.77,48269.2,38834.19,30115.35,146869.94,23239.55,16858.18,15194.96,73090.47,8922.19,38097.45,75538.26,31504.02,23811.0,13830.73,43192.75,16171.35,95017.77,51475.21,16365.87,29492.2,84617.68,2318.78,26921.45,43991.42,87153.34,8446.8,36490.63,53815.82,99505.01,127837.91,33555.98,15707.64,77447.82,23819.41,64596.98,6525.88,19997.2,56127.42,11263.37
1849,18612.88,33066.86,31799.05,57044.72,51108.03,14840.14,53452.8,25936.66,44678.29,88104.02,25319.68,54414.2,83250.64,2795.24,95031.16,18913.15,18803.27,69115.6,95994.05,74360.9,109002.91,43123.69,40018.8,38016.44,106879.11,51286.6,28724.81,61697.99,47868.81,137064.34,17319.34,23668.48,73502.65,30026.9,32864.02,45463.7,4357.23,17654.62,57114.92,19338.31,46095.91,92554.04,44065.21,51173.94,36183.77,81829.31,61715.91,7072.91,13702.03,25145.17,21999.22,76846.08
1850,27005.89,51017.04,7878.97,80819.52,82818.62,6864.62,32163.94,102074.93,37584.3,60734.55,104386.14,171638.76,51446.36,92026.04,89096.91,22266.81,49681.8,148164.86,17676.21,45547.97,86431.65,86768.11,12193.96,22213.4,58364.33,28451.88,44049.53,39745.02,67469.21,29869.25,52745.09,23604.66,68731.82,18255.14,45256.05,35524.69,118597.88,40760.55,11137.84,25155.6,78599.2,25071.37,115936.59,41297.16,64392.21,51237.56,46639.52,122747.61,55172.52,16247.66,18339.73,75830.04
1851,99232.9,58010.2,7377.46,106924.7,37826.1,57399.79,74703.74,58932.84,85248.68,94950.68,3639.84,79098.7,41852.58,24631.98,77679.66,17421.6,87881.23,64469.88,76270.19,45020.08,60631.93,57110.82,31916.89,3854.17,5779.32,62152.7,105662.8,8554.48,57015.68,44380.6,40996.18,30241.43,14466.56,46445.79,38982.25,17548.98,27000.25,5256.21,16721.6,60418.98,44876.17,15838.05,49686.67,20319.09,54141.48,43555.84,183045.42,2602.93,94832.81,40711.83,34721.14,17073.11
1852,67705.62,87408.8,4421.45,12061.79,57061.97,45513.08,14093.66,33468.46,20092.6,34934.96,7196.28,56810.95,95539.28,69549.61,82470.56,83875.04,28107.94,55519.77,59969.69,20050.18,44912.98,44088.06,76716.56,13129.35,85786.8,41287.47,48221.96,40963.31,155955.73,25011.58,71420.88,70856.63,19243.31,91871.36,8108.94,88487.62,40055.84,85176.62,15076.57,41726.99,55859.43,29244.21,42169.21,53148.02,65563.48,97496.01,67034.4,18180.74,56789.67,33454.56,21171.8,90112.04
1853,37618.03,19078.6,34152.13,29262.96,90810.23,51543.55,20792.39,7669.45,65786.14,79830.48,29095.71,70207.49,206645.28,40440.7,41591.81,12013.83,72173.14,62911.27,43209.07,84097.21,10872.24,76666.94,39808.43,34355.03,30768.91,44818.83,47468.18,106749.43,23684.39,30730.35,8169.86,64217.43,110014.36,26879.05,69488.51,21393.86,34206.78,47213.03,71835.85,30011.34,89700.78,3324.22,6627.56,55525.89,50523.88,20412.04,11500.79,71618.33,36129.82,61085.01,62737.12,18632.05
1854,34478.71,68090.56,68264.53,6727.17,65645.62,59490.34,48056.7,21172.09,84254.5,94925.28,69230.62,68395.15,87981.31,2922.41,61645.69,124575.83,101210.18,65704.91,21430.05,74432.22,148124.27,22601.51,17022.83,109251.65,37222.68,29661.69,41986.51,109462.39,17917.25,64452.56,26906.39,37916.41,53067.82,55730.86,49934.25,39035.57,20366.93,39865.15,52424.28,7846.95,11467.38,38612.94,18667.51,8061.79,25991.08,63178.14,57298.09,37135.47,122978.73,41616.1,30466.15,63586.7
1855,51605.63,33196.38,15627.63,51732.95,50489.44,21764.6,81828.26,70192.0,41297.43,142422.5,55117.21,116721.17,27184.25,52501.43,42565.52,76345.78,47565.87,72966.67,20773.4,70380.56,76314.81,11802.94,24654.15,30489.14,136776.48,52686.29,52444.81,12903.73,15721.36,85723.85,72515.05,43872.3,59582.23,25885.69,98142.63,23838.76,44906.25,92040.21,20548.89,51982.83,40182.15,21506.38,51465.79,58943.23,43170.53,26411.68,100625.53,133463.27,81288.14,5149.81,113367.46,45517.38
1856,101479.95,29542.06,80612.11,87664.02,91066.19,81324.3,22112.55,46002.95,18165.37,77922.09,78196.97,13610.35,114166.13,37586.45,35455.86,83931.02,53779.64,15614.24,24036.03,186341.99,38077.52,28974.94,27081.33,22414.4,67119.97,58642.46,48006.66,18243.07,32354.91,23109.69,31121.22,8021.97,12819.09,159794.17,69389.55,15881.05,19773.44,40358.54,76231.27,99205.23,12103.11,75065.48,118805.96,15125.73,30385.95,34352.93,18847.81,9943.75,11362.24,22176.51,48577.7,100551.89
1857,115274.05,32520.68,23532.81,45545.79,26107.08,31872.35,25022.85,43308.85,23458.13,21381.73,100001.27,92277.16,24360.48,171446.71,48287.2,38898.87,85415.11,54886.8,16923.13,58981.39,55906.3,81184.64,170588.94,101012.08,23662.13,244555.25,115154.95,24318.73,58381.58,14816.49,49024.83,23867.27,49867.52,30478.2,66185.21,138912.49,89236.33,32744.89,50132.25,46999.25,48416.37,24232.92,134731.94,35671.11,41886.75,44292.48,51616.7,76103.07,146723.62,20519.28,135923.82,22900.6
1858,51576.07,38426.93,43533.77,23850.07,121161.93,21635.04,30468.47,38022.41,25158.0,72144.73,20550.8,102930.82,23377.14,122245.7,102912.12,37426.01,72988.79,59902.32,101425.25,31012.03,63026.97,68227.38,35708.85,59793.07,9600.24,35985.76,61039.37,54511.12,9990.48,31969.21,45844.65,41000.37,27539.25,113428.1,10475.23,141980.75,43067.93,54402.41,10682.42,33038.39,9899.53,22754.81,47554.76,51743.1,43245.47,4394.39,16885.29,17324.76,75009.3,41986.95,43271.7,80063.68
1859,93963.41,36290.44,48157.43,88925.62,23946.17,121732.28,87050.76,31723.73,35906.03,36264.64,73572.79,72337.29,115398.09,28478.85,72114.63,27658.38,52310.79,14221.03,51389.4,18260.59,73446.58,53449.18,42819.09,36026.52,85918.87,31938.49,120733.86,12584.46,54226.96,47335.63,41460.11,30430.39,42774.56,110583.41,34586.68,59296.18,44110.91,21332.55,87746.7,49698.22,30084.63,49000.12,19012.37,22012.82,55790.61,82369.27,11536.22,79456.47,49131.19,8938.07,2018.07,26375.62
1860,35360.95,47391.93,15500.64,80860.52,20496.49,51301.73,93725.11,92859.78,53648.91,11083.68,25552.04,54943.82,52567.76,25815.15,40461.74,12288.04,67273.13,47105.64,26232.21,35883.6,60534.52,57974.09,131215.96,18108.26,9710.05,85738.78,44579.61,35417.52,10467.89,13679.01,86703.54,153960.67,29016.1,40708.07,30636.62,31085.62,14547.48,47071.53,94382.43,79450.87,106420.83,44391.87,47602.64,17597.57,70631.37,63967.04,103845.72,9399.57,18564.41,76156.13,13233.55,56412.03
1861,26224.1,75156.72,9713.7,4820.04,80245.33,41753.9,68503.6,102423.52,114710.52,10980.03,9879.0,48732.71,58736.93,33342.12,72271.73,40672.61,27578.98,44807.02,58184.15,29352.92,27575.78,33657.68,34517.59,13205.42,60081.54,83804.65,18336.45,33000.84,26728.13,26703.35,20369.97,50057.75,43723.3,68530.11,33857.16,9456.14,62415.8,59458.65,82158.29,68174.58,37377.04,62141.78,36162.15,106579.82,35697.95,27566.02,62570.21,24860.39,19972.92,57807.72,29775.98,36787.08
1862,73317.62,8113.42,17066.44,32317.8,71035.2,27010.3,9170.83,21750.48,58298.02,100348.93,66370.82,38951.66,20118.66,105068.27,48031.63,15757.22,41862.12,45234.56,28729.81,54141.59,21560.69,41472.56,39509.44,45260.03,106911.1,27841.12,97594.12,31788.99,69569.02,31129.52,53846.06,11908.27,35668.92,85680.67,52911.72,43991.0,49793.88,34040.08,57368.3,87048.27,16764.26,38434.87,121689.69,24188.86,150651.93,44855.55,62005.82,49170.16,106359.74,38751.06,37694.39,37851.21
1863,104824.07,188181.54,12642.02,44806.35,16573.37,93681.44,54032.16,42262.11,53292.81,43761.05,32981.95,45441.56,220474.49,84696.57,74115.65,50587.18,52427.5,57859.65,70165.63,25748.82,104894.84,43054.45,33970.25,39297.32,70877.9,83546.78,15537.98,93172.02,146559.65,86864.81,42493.94,108574.83,27407.23,81350.32,33835.99,120380.15,30823.59,41981.63,100233.67,29492.41,27141.03,76986.57,58348.78,42152.73,24980.23,33204.45,11900.02,49713.2,24493.24,30329.53,85091.35,14516.03
1864,8990.65,65847.56,67129.02,15586.6,148862.61,32980.24,42874.27,44741.67,75641.49,60936.4,16913.0,45707.88,8877.96,19846.96,23012.29,55916.06,33127.87,90167.89,62887.02,148588.07,65786.31,8042.44,39327.48,115462.1,55128.98,85043.24,39702.57,69061.39,17784.07,71602.48,50421.69,83212.41,100453.49,52255.58,19110.06,34891.58,42453.95,66773.9,34568.47,120450.74,43984.67,50240.31,45196.14,41062.34,58837.03,19726.91,61179.85,49357.0,31882.37,77867.44,23918.24,74445.94
1865,79851.58,34386.46,68267.13,85710.6,19563.31,21870.56,36301.8,165001.04,50911.17,51832.6,64906.24,24150.98,29185.52,128927.16,5267.81,44455.31,37004.75,19750.48,20822.56,6627.31,107659.09,26261.8,43266.42,84298.84,20357.87,19387.99,271528.38,17080.14,51855.1,15747.71,32785.22,57910.69,112334.86,77542.59,68391.57,38649.58,39808.24,86423.07,68216.21,89082.5,12318.41,36022.06,26968.18,105083.35,53935.11,12353.55,65821.57,41705.34,82427.28,43272.0,96035.35,41060.49
1866,62604.08,34364.49,37225.54,77944.72,19962.96,34452.4,42066.31,42892.41,11770.81,15696.44,74557.46,9190.67,33119.84,59229.33,82992.57,23571.17,31774.47,52848.01,114678.48,27423.78,35753.75,14269.81,173764.59,54669.79,3637.89,107351.77,35081.39,27459.79,28538.37,44166.51,15346.74,70750.1,158130.14,51852.97,26894.54,17658.24,70303.55,28056.1,56332.4,51883.22,188996.44,21981.06,21440.47,55037.2,106028.06,16676.32,52067.36,47456.22,36405.96,55872.46,12281.75,103542.2
1867,19071.26,23678.38,76575.34,71928.93,10226.2,76224.06,139836.05,17781.04,21858.95,95614.24,32476.72,32801.95,53769.03,44733.85,38570.96,7289.43,36302.82,20029.43,8370.49,105737.11,80096.21,52588.11,12640.33,58887.61,23182.78,95917.51,15416.51,142715.79,87961.94,135018.62,84375.16,55664.2,49654.0,63771.32,51179.99,13727.4,17956.25,19112.6,45023.86,59909.43,48360.68,25251.81,13444.32,42012.83,12374.01,32687.67,29293.67,36994.72,23144.66,26076.75,60632.5,99325.62
1868,22941.85,30816.27,47005.31,58194.94,38171.86,49725.95,41772.62,12540.9,81019.31,25145.46,58964.6,108021.25,116188.97,18175.0,119861.71,10639.83,229518.01,15135.31,44795.57,81077.12,21349.11,15491.08,34608.39,107200.21,72421.67,158301.62,32256.27,146533.86,52078.02,120985.62,29053.57,25732.61,22607.74,142243.07,13627.44,68781.39,32632.69,96188.77,64497.52,53513.11,27365.7,14461.77,25799.85,41071.55,44948.63,95071.63,35307.62,12494.42,13315.69,34232.03,82830.1,70485.16
1869,22929.92,27230.24,50351.62,134772.78,103947.42,21860.98,21196.41,47786.21,29923.49,14500.46,13042.9,13839.75,10088.75,27437.15,6525.93,41635.99,64992.14,20509.61,13749.02,30478.28,69147.03,112651.77,131390.66,27754.88,47219.95,14321.26,32596.03,34070.35,84454.59,14128.47,33447.91,41692.28,13320.84,61391.4,9628.43,11314.12,14181.02,49249.21,87427.46,19038.73,8477.05,26911.3,61935.83,37761.12,57986.56,4385.01,58973.86,67105.81,37045.37,59376.12,73861.38,8360.25
1870,23185.9,41779.35,55802.2,28115.73,78520.07,21086.32,20258.3,31053.75,82041.26,110684.5,22021.59,6699.27,50339.89,40498.82,23628.2,62213.78,13036.32,95452.03,11048.11,70372.27,38638.06,24731.98,12713.79,51930.2,71477.76,36777.74,32770.9,45910.87,81557.17,109336.16,45886.47,27012.38,36724.5,51390.93,76406.3,39022.98,74387.28,5656.75,67913.49,155312.14,105467.01,79636.87,13362.44,12742.68,24049.06,66877.13,87327.73,6755.43,36065.24,9325.81,28074.82,60074.87
1871,73983.47,24908.0,26280.04,33118.29,38113.18,151710.71,88751.95,89779.32,18609.99,65950.56,40547.63,14675.18,6422.09,21527.32,63198.66,7022.54,11505.06,20286.49,162496.51,80594.78,18215.35,32986.11,18602.46,59713.88,26226.33,42854.66,75628.49,11849.88,14832.42,39785.8,89472.0,33343.06,17445.85,30788.11,20186.45,13332.6,46619.85,40302.67,40601.95,6737.04,103613.02,23666.99,16474.98,20214.38,34557.38,26355.84,69107.37,63617.2,14914.03,13954.15,59504.38,47529.07
1872,88552.73,37345.82,34570.83,59341.0,4350.93,12684.62,12657.8,62866.93,46429.73,69185.2,21375.4,22202.69,16303.65,6136.17,6619.07,54943.53,23468.14,97143.65,39182.22,17232.78,75678.38,7885.22,33343.06,13216.57,78976.95,18198.28,32919.49,8859.98,20136.53,3546.32,64126.49,50803.35,6856.65,7893.92,92628.52,91300.19,35661.46,42160.38,42979.3,23389.65,90213.6,32411.38,34903.47,90443.56,8863.44,48895.99,59729.15,110888.06,56740.99,26137.27,44544.38,21497.73
1873,87309.55,43382.73,88468.97,66231.68,66089.58,50189.66,49523.88,11746.17,43588.77,42068.77,113310.7,23360.62,21070.25,46438.41,51642.98,46743.9,11620.64,29477.97,29654.68,31083.12,54866.38,100168.74,57471.96,20435.91,16746.73,37302.08,70921.72,101730.13,75812.13,34881.45,27700.75,50322.81,48619.82,40118.7,75922.82,34303.81,18899.51,73411.34,91003.28,69378.31,37707.19,39290.71,28808.83,2165.46,11405.69,12707.6,46028.79,34194.02,20709.72,26498.34,30427.75,16852.03
1874,148907.58,25189.04,44316.62,67075.75,4165.63,50918.6,78123.55,23531.51,60875.22,19395.55,50931.15,46027.34,16378.38,23426.34,27685.56,50023.43,162670.37,31162.32,30348.24,51759.45,22459.44,56416.61,30950.18,31792.61,41866.16,16859.27,40963.31,52083.46,43974.61,66040.06,79324.01,112678.83,6977.0,59594.68,46567.17,4951.31,14632.53,90393.22,17885.39,61253.8,66328.49,77798.44,21319.3,14292.34,104008.44,68473.48,78503.34,54371.11,124791.91,85180.86,9214.04,32939.23
1875,66434.22,93042.16,73197.74,22942.05,89827.45,18761.28,143803.48,101802.59,69611.4,97768.02,32365.34,17510.47,55337.77,34106.01,11110.64,9453.14,5859.56,22888.28,69451.44,96196.33,23664.67,22131.67,90278.05,40758.61,73117.51,10243.79,39416.27,73603.18,21815.76,69342.65,92906.03,50100.73,43061.12,8856.46,19646.43,65780.7,84105.8,38041.06,83678.72,6755.11,87614.18,12176.38,24510.49,18093.82,49912.79,8413.08,83240.2,9314.86,51258.86,82601.16,121590.9,28139.55
1876,21823.97,24022.34,29949.44,42241.43,42070.41,52794.16,11430.1,45407.4,29915.37,30102.72,28012.44,62029.77,42940.06,40294.02,88419.29,66372.96,59914.86,60537.13,9432.35,49754.24,33160.38,28595.69,37725.14,45535.04,47997.51,86741.67,69107.62,46860.49,5060.16,31903.77,71564.02,16662.97,64576.87,23621.29,25195.38,42383.97,18948.87,38842.01,34012.09,19846.93,13134.33,88583.87,20728.86,28098.53,14158.95,118346.29,67381.81,39200.51,126001.54,22698.67,36919.19,28715.13
1877,39744.61,35247.76,43790.09,28456.24,4773.1,214177.86,71533.46,206565.96,23142.78,47653.53,83416.38,58135.21,59990.32,25620.42,21926.12,30555.19,50587.35,157263.65,65880.37,116643.81,19341.04,31699.46,54711.14,131203.95,38763.5,95534.86,30971.98,72136.44,37438.32,49662.37,43074.09,56571.44,28685.9,44626.8,67290.38,30174.0,11763.18,14301.96,74315.68,59530.42,48747.41,91094.12,96031.9,77181.83,83824.69,68478.83,20816.52,10243.46,20079.4,95345.51,50182.82,70639.97
1878,25800.15,41145.43,37125.34,39540.08,106860.41,19599.68,33984.1,45592.34,81529.25,21840.3,59621.31,18788.26,50232.94,34107.3,68153.9,18148.96,6388.59,22625.01,32827.89,83984.91,22831.35,7185.23,50332.67,7196.36,28485.85,65102.2,178244.32,13536.39,46280.86,8641.53,127309.52,69182.01,40466.16,118922.29,57375.24,37303.7,46613.6,46754.27,27338.18,50525.9,155023.96,42556.85,95490.75,40663.48,93395.89,66000.16,47061.57,5707.6,48107.94,27522.84,14408.55,24852.24
1879,90123.26,50224.52,51317.79,33985.6,35500.79,65433.87,97797.1,49325.62,14593.18,13421.7,55448.56,51447.09,88171.4,143268.0,63566.19,41965.71,52856.99,49964.21,80487.54,36959.75,33295.63,28735.91,111882.72,31714.85,63776.93,57800.02,32774.75,18768.45,128817.56,24908.21,29514.62,17175.31,16487.85,12933.58,95168.72,71037.9,70000.38,9435.81,78561.45,5945.77,30236.33,44776.38,14589.52,30454.26,25210.05,18156.32,21572.4,48396.99,122215.54,57434.6,51554.35,51076.71
1880,125201.67,44561.83,43839.36,18241.41,66992.79,133239.73,186358.91,14983.63,99012.83,70771.84,3626.07,47763.93,33547.04,39144.99,19565.65,44599.12,73413.39,51182.87,46370.36,107358.68,5376.63,25782.74,170401.04,22002.57,57363.44,13860.18,85548.52,40469.58,85737.63,72005.63,10296.93,46116.64,26862.96,117174.14,59252.29,43205.33,45407.78,32459.1,4687.15,46006.74,16980.53,58647.85,17998.51,7157.23,26558.55,34869.91,39085.39,20559.66,37053.3,215062.0,30057.66,36872.23
1881,43084.04,37138.44,50141.76,118875.19,82279.86,107592.34,64698.85,43069.34,46902.84,36269.27,17096.91,16822.5,54002.25,141378.1,24407.81,32634.09,63766.82,32557.84,20807.46,38681.21,37472.09,62422.9,83342.6,3228.37,36517.76,38710.99,35899.35,144152.95,88095.37,45563.2,63433.53,18090.45,66618.04,121009.42,22527.59,69604.32,15252.97,64354.02,93341.4,160561.6,130691.29,47406.73,84384.9,13521.52,28211.95,47047.28,18432.1,55370.11,94149.45,32885.09,67348.86,88011.3
1882,9378.44,30602.85,40019.75,61393.1,5793.46,44215.67,18424.54,8265.38,12606.14,37540.47,86368.09,88380.51,92806.91,122321.76,35789.44,88665.19,19213.18,118993.06,14432.11,8812.16,4133.11,17029.88,78604.69,59338.13,15055.77,69616.48,8079.63,49049.26,13658.5,72830.01,47126.18,59440.83,67256.6,43918.29,24283.16,45415.94,45766.41,70620.93,15217.33,41980.6,50142.31,7619.27,44372.56,60441.62,29859.46,19456.21,5427.22,24621.32,108709.14,7839.9,22994.44,16264.58
1883,102456.69,81099.93,44026.8,22389.2,27316.87,42275.24,42034.4,47862.08,88027.89,59465.07,61290.24,41848.76,57140.53,28860.42,27862.17,62612.19,27192.74,23306.66,12573.0,48363.05,30136.11,24530.89,61955.77,22122.85,15740.56,60273.4,62013.18,73854.82,138285.98,23001.71,54180.39,60398.46,46313.06,41926.28,40896.78,19177.04,90612.75,92587.62,39116.02,36013.8,17190.63,105815.37,49073.41,53267.63,27217.55,33613.58,47778.81,139366.4,54444.97,38008.78,26382.51,71747.59
1884,23385.67,64142.52,86168.11,13865.37,8232.4,31217.76,113028.98,113630.37,72257.93,60332.54,79127.83,76823.66,53699.02,58066.2,47900.47,47770.97,65327.35,28245.17,41316.69,39973.5,24733.25,61199.03,65102.49,69496.82,63859.34,24387.94,17347.42,32392.98,24420.76,95218.16,12985.38,44188.52,33984.22,13091.12,32887.43,18732.98,30937.9,52423.15,41846.03,78015.66,71461.33,82361.48,92304.39,31894.28,32275.71,34073.42,110791.49,13443.21,87873.6,84551.26,46820.64,65731.2
1885,88806.52,106508.52,39601.15,77389.11,26228.32,32942.6,40779.2,85776.15,7847.44,18876.28,17059.2,40547.35,50754.85,176888.99,61600.41,20934.5,83515.15,17872.66,47442.0,55488.88,40546.41,39611.51,7926.74,79106.5,93410.96,94438.1,107196.9,25923.39,102776.39,36539.88,12569.37,103049.01,110878.43,13994.67,49108.54,9596.45,83030.34,55209.39,48578.22,140325.49,59597.31,39403.68,72643.02,18536.91,5800.57,52293.21,43549.96,52865.67,10916.33,17573.95,10999.91,67060.71
1886,23175.07,30130.16,50657.76,30737.16,41356.8,60415.26,32496.54,8191.49,60060.84,53007.22,9483.26,80671.39,22575.6,20816.6,92420.36,8792.76,23064.92,57623.65,31572.34,92725.2,19927.81,93540.3,2179.61,36519.29,47298.95,4847.53,3618.84,44921.54,116329.76,21955.57,33779.31,11402.28,57589.49,23720.04,14394.59,29967.79,24551.15,96900.93,30659.75,21513.34,75689.04,22991.35,32133.84,69704.16,19009.21,11736.46,74375.65,45140.43,81928.3,85844.69,9377.81,12972.29
1887,51385.07,10667.86,30582.3,29495.69,78332.91,3828.61,51238.46,90009.55,261494.44,15722.89,26370.19,23062.05,44702.24,35267.35,30617.0,51708.75,81715.33,4275.3,55962.77,61930.47,77622.71,103188.38,141042.55,17534.16,31068.38,42569.93,45891.7,36978.57,10060.91,80906.31,6154.98,44048.58,29182.3,36294.63,13538.63,71946.84,45447.22,64981.43,113817.02,11910.53,19877.18,6568.73,15790.75,31320.0,61663.08,93791.95,14416.38,16640.25,63418.57,19193.51,34118.71,74293.12
1888,35826.96,19357.33,37415.23,83305.45,17814.02,115034.23,11693.26,12662.65,67648.98,10357.87,3816.95,5082.48,129221.87,68241.92,11147.67,54342.03,193981.52,9652.27,99755.38,90453.17,18906.27,62393.65,66133.03,46259.15,77120.42,31249.03,3126.79,111293.09,55256.09,155048.89,9737.83,98676.36,37874.36,86296.47,42743.67,77892.33,11410.2,70896.75,29839.76,92010.85,27853.62,70002.29,23220.56,47264.45,145669.85,64158.84,111583.86,96143.75,144319.14,31008.66,43002.37,19125.04
1889,119167.19,24189.78,14850.21,25459.37,92671.44,12404.26,161605.72,39431.93,8552.85,82755.75,30400.71,16318.96,43708.85,5557.77,35170.92,60874.97,33621.18,86218.76,61987.76,132845.61,58873.98,16390.91,161529.08,37770.45,30486.17,93482.63,41334.42,105145.24,18133.07,216454.4,61869.26,22293.91,23126.27,15570.76,79317.75,32449.68,26981.31,99880.82,44078.36,22058.98,62742.89,97354.6,38702.18,78293.91,89856.16,71815.52,16352.11,16521.02,57366.67,11577.67,38499.96,24672.83
1890,40325.31,26829.75,18413.16,75542.27,16439.35,14340.68,58345.03,38467.85,59031.14,20494.57,63689.62,14761.64,55496.76,49021.97,50931.13,24585.74,4080.73,21279.62,24723.54,58315.89,28665.99,60526.54,20684.85,25102.79,121756.53,55912.1,19644.86,56415.83,2651.93,18222.29,37993.25,48941.0,26799.85,25095.71,34052.08,77640.57,47794.03,92049.56,10202.74,4606.0,69301.2,119236.62,37485.98,1942.69,30037.79,33346.95,85012.33,43079.77,35403.94,30893.2,92223.75,11029.18
1891,152290.87,183063.03,39879.81,22848.4,66143.82,21401.18,46667.54,30234.49,95271.44,20676.48,16990.15,93370.83,52616.28,97144.87,57187.76,131025.1,95128.43,77654.32,41147.24,30462.83,78626.74,17932.28,55949.1,69217.19,33100.86,73681.65,45889.36,4442.81,35680.38,23240.27,73312.92,45556.76,131233.03,130038.59,76155.06,56127.28,62994.22,105493.38,66146.07,30635.78,23792.41,66087.67,39039.18,20643.14,52721.31,25604.61,53350.18,53252.47,58813.44,82869.08,42948.36,32766.89
1892,33871.63,75876.31,40714.31,30405.06,63606.86,15892.66,24302.34,32349.22,52805.56,44874.34,12570.92,150357.47,61564.68,59213.34,7752.14,36699.99,35373.4,96456.51,29174.41,64784.12,82920.03,64241.21,76915.13,61027.52,53478.48,94251.06,62825.62,36866.63,95702.83,19502.61,9673.8,10386.17,73161.56,61655.72,50817.19,6281.42,11229.47,136201.32,9962.25,54156.33,83045.51,30256.75,9007.58,68469.32,45653.37,73820.41,4533.49,39388.44,51230.87,90205.97,16533.96,3088.26
1893,78114.58,26466.35,63168.69,17025.17,100300.32,34336.89,43309.24,23797.88,16268.6,36854.89,59305.13,28629.23,54820.65,33923.3,57289.09,19060.93,15876.33,31555.73,114814.52,37996.01,36971.45,12833.37,23941.35,130636.73,106714.59,40967.46,34274.73,73095.81,53885.93,46919.2,12903.75,37487.29,16698.66,12401.77,51517.32,10388.5,34800.78,19182.48,62687.43,37726.87,21059.26,38218.49,77064.73,28515.86,9572.48,59169.07,7405.81,76286.68,25358.15,35000.57,41946.55,62697.86
1894,58485.76,121705.36,14464.83,100171.36,27154.21,105211.01,24251.39,40747.76,127208.91,45729.73,116177.04,73159.09,17414.77,45955.42,61103.39,62706.8,142096.08,26489.23,41600.83,55018.82,46266.73,124203.07,128649.29,49148.99,37351.78,30053.75,25171.12,15596.62,26672.97,31101.07,39098.09,51842.8,15156.13,20235.29,54478.09,21229.62,7807.56,49772.77,74278.79,17627.96,11996.73,79865.17,63441.81,17661.85,40964.7,58119.51,57876.77,115550.15,13554.99,36608.37,51103.32,21603.18
1895,71412.98,6592.42,49174.03,83562.55,21490.67,75470.61,22138.01,45091.4,117058.44,75690.97,33589.43,14179.54,85390.68,333633.95,58147.77,27955.96,37359.17,17770.66,38305.86,229465.1,57731.15,20716.93,26440.3,22784.19,6019.21,16732.32,47130.57,28545.88,64194.16,39332.98,38398.02,36800.22,20712.46,22402.33,9634.74,18008.59,20481.81,52781.05,15988.57,57679.62,61176.71,30618.81,31527.64,12191.85,158786.93,117414.33,61491.09,31550.85,41025.16,125187.07,61640.19,59982.09
1896,52105.34,3545.34,99217.67,62724.97,74906.32,25200.78,40534.02,104167.13,70323.24,2935.6,66407.29,26082.19,95338.74,99037.54,80951.76,47063.18,13399.11,25680.44,83432.15,30885.6,136558.78,18349.63,52788.03,9260.16,39441.37,8087.36,66319.76,52579.35,76908.68,83868.26,33869.37,87822.76,18808.9,53762.37,54189.65,86275.48,27159.36,24468.44,68994.68,70098.79,14709.11,51159.87,67507.77,13626.15,17265.82,57559.52,65157.89,40456.76,22133.33,57870.92,35786.67,17949.95
1897,47536.25,165720.18,34491.57,59346.07,28262.4,84669.85,66264.4,89477.25,20933.7,29912.57,23890.18,77021.94,93052.75,57979.0,145302.72,12906.01,17576.7,54523.52,83245.69,98102.33,41053.03,32187.2,57541.07,51698.53,15506.35,77237.78,40655.3,43519.16,99698.46,81131.1,35664.73,77546.91,77006.12,42319.81,119343.34,39260.27,88803.29,47288.79,47978.81,15448.69,10698.57,100762.72,73104.27,39029.12,99661.11,14019.81,17464.03,113418.83,27012.75,9508.15,34171.34,44361.11
