product,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
195,355.06,94.77,399.48,612.58,349.33,113.43,303.21,128.76,260.06,105.0,365.54,587.44,96.1,745.44,160.26,409.36,703.55,100.82,263.92,322.29,370.17,724.95,170.74,448.5,298.56,24.5,520.9,41.05,717.18,981.64,472.79,968.2,168.8,236.45,99.28,287.52,91.4,322.05,235.49,292.76,135.67,409.03,405.81,130.83,563.51,468.43,316.54,650.6,14.74,260.58,244.53,192.91
196,198.37,97.68,111.63,204.07,414.66,157.63,106.96,103.21,128.97,57.96,105.05,122.56,131.48,194.56,15.73,34.84,76.97,99.01,145.23,9.23,78.91,141.68,293.01,91.23,302.02,78.37,595.91,142.07,79.04,31.92,55.05,102.19,498.56,171.8,38.09,178.4,114.23,278.88,233.51,50.59,151.74,123.04,360.14,208.13,44.11,105.97,233.82,101.55,88.89,87.39,179.26,122.52
197,358.41,169.27,107.01,262.76,178.89,144.49,432.32,489.47,185.77,218.68,231.64,82.02,371.89,72.82,256.37,152.51,23.04,148.83,254.88,235.42,176.1,264.53,302.68,85.69,63.09,90.63,164.89,159.34,146.1,95.56,55.78,334.06,73.64,69.95,135.64,77.85,184.25,104.02,162.38,59.92,67.06,190.78,216.31,319.38,68.03,80.16,174.17,94.72,22.29,113.06,280.74,172.04
198,50.42,103.39,20.87,42.78,11.71,53.46,21.61,53.83,41.57,56.5,49.93,44.96,16.05,90.23,127.66,78.67,22.59,42.47,11.51,47.1,91.39,48.67,108.2,54.94,110.21,13.86,146.55,60.05,62.91,33.3,83.13,109.05,35.58,41.48,17.58,109.27,28.0,44.37,63.17,21.0,68.3,47.99,88.46,92.99,74.88,55.56,97.46,230.9,31.96,106.93,34.0,131.43
199,126.22,65.63,89.94,411.98,177.74,135.34,157.73,69.15,27.64,32.99,136.41,92.21,251.54,88.02,167.87,142.55,53.24,72.58,90.25,23.66,60.89,55.8,134.45,0.65,238.55,168.22,212.01,90.73,37.12,164.96,144.07,194.52,46.67,46.9,309.95,38.32,219.95,97.58,89.76,164.31,72.97,69.8,125.11,218.69,98.96,169.36,53.8,92.06,56.8,44.3,271.86,130.14
200,46.76,51.7,145.3,305.72,34.06,89.31,48.45,246.27,151.72,49.72,182.41,72.17,28.0,168.79,190.65,45.47,56.06,97.19,126.27,124.34,59.51,88.47,336.44,60.34,126.75,147.92,33.37,182.88,129.83,22.25,172.71,79.26,201.63,206.57,144.7,38.5,74.51,120.59,91.03,122.29,93.58,54.83,67.65,53.12,127.54,101.26,68.4,53.55,31.11,23.71,148.13,50.27
201,34.5,85.42,67.35,54.06,21.09,15.61,76.75,81.71,84.79,78.95,125.76,48.81,41.02,19.7,38.3,67.06,16.57,58.27,46.7,80.87,50.13,147.51,55.25,45.4,87.62,181.21,129.0,120.75,82.11,34.58,105.54,11.16,25.47,96.18,37.14,238.77,11.28,33.45,26.3,37.1,96.43,120.28,36.61,37.68,83.36,103.23,294.6,71.68,80.19,56.42,59.9,46.79
202,13.59,225.81,90.7,89.58,773.54,218.87,81.17,78.82,215.66,334.65,268.6,70.88,102.05,369.19,125.85,111.36,210.14,64.47,230.32,166.57,235.7,65.33,31.3,81.72,267.72,131.67,318.39,161.35,104.86,715.65,112.88,294.07,109.28,70.89,24.07,103.92,214.18,86.91,262.22,95.03,110.75,290.83,36.65,56.41,110.41,58.44,146.98,83.22,50.44,319.81,114.13,213.44
203,273.01,444.45,481.75,229.93,79.01,669.63,760.46,205.89,620.05,609.46,420.05,344.47,690.69,878.83,196.85,150.28,272.46,440.24,26.25,47.18,218.09,254.13,411.38,76.49,156.07,381.15,98.6,571.27,82.93,128.93,161.85,611.5,216.22,148.03,234.12,73.45,468.85,88.55,805.89,269.05,127.81,167.62,66.82,636.61,322.53,517.11,194.57,27.6,150.08,219.01,257.11,684.53
204,261.43,88.63,72.9,89.95,65.26,37.97,60.2,110.75,25.05,81.46,249.46,97.27,67.42,343.53,46.46,25.07,167.13,169.98,124.36,39.78,47.19,137.02,21.84,258.67,324.41,210.99,28.33,292.25,243.77,83.65,109.48,127.11,42.31,76.46,65.83,107.9,15.34,101.12,233.44,55.01,223.35,59.04,254.27,114.53,16.2,240.21,371.44,99.2,77.24,71.02,209.94,75.78
205,117.74,110.6,42.71,99.62,20.57,119.9,61.36,69.41,111.66,151.66,206.34,26.8,38.27,120.79,206.13,25.42,139.72,95.16,140.91,89.48,117.4,239.8,63.82,66.74,72.72,70.17,19.64,60.98,89.65,113.46,186.07,66.37,24.65,185.55,142.34,90.02,49.12,48.6,72.61,114.68,140.69,138.84,16.07,159.64,96.5,59.18,27.44,120.4,39.9,60.4,81.47,83.76
206,221.33,398.96,175.9,202.55,206.37,44.21,632.41,295.88,393.16,201.61,220.37,407.9,84.07,132.39,181.13,446.53,96.79,113.97,53.95,34.31,94.48,28.87,352.62,221.39,133.26,115.39,165.27,53.35,427.33,133.29,387.54,174.69,250.78,116.01,273.53,66.68,21.53,211.85,89.87,126.51,220.68,190.07,371.02,233.75,423.69,221.02,103.26,123.32,544.93,134.41,91.81,237.12
207,99.11,102.42,101.67,446.99,187.89,74.84,468.93,67.29,84.95,81.62,137.91,163.67,146.94,289.58,194.75,57.31,407.43,239.91,222.49,358.3,339.05,59.73,288.45,51.87,315.29,86.61,277.26,111.47,183.43,537.18,46.74,286.46,182.87,296.18,106.4,172.46,43.24,76.13,166.16,13.41,537.12,248.83,77.89,167.05,203.86,148.55,84.68,312.74,88.19,528.26,116.19,606.38
208,499.93,233.85,148.76,81.78,210.85,373.94,352.49,43.34,833.78,621.15,710.02,281.73,675.59,282.35,151.37,195.16,529.82,476.96,193.04,138.06,540.18,99.76,382.66,264.55,378.84,803.58,135.57,644.52,166.02,683.2,456.41,529.17,583.16,369.89,565.18,110.16,550.14,139.8,376.07,318.87,855.89,528.91,253.58,276.84,739.28,70.26,256.76,791.91,281.11,908.03,821.3,551.25
209,200.5,225.28,217.15,168.52,115.4,71.93,95.68,275.78,251.34,99.65,443.1,73.68,276.25,53.95,182.84,213.37,276.28,196.2,99.56,87.15,172.78,336.72,110.69,112.78,502.15,112.95,51.07,42.32,51.53,60.02,359.58,184.0,47.07,139.74,213.37,169.41,71.41,83.05,76.29,152.57,75.99,159.15,331.4,247.58,3.05,355.69,99.4,274.03,111.75,119.96,70.06,235.6
210,151.95,91.75,269.69,77.68,52.78,164.15,277.9,346.83,68.09,125.93,140.84,31.35,158.31,155.11,162.59,187.95,266.58,257.43,53.42,39.36,62.11,215.91,263.16,179.06,111.6,411.89,327.21,231.35,132.84,30.07,51.72,351.31,67.59,322.18,220.84,446.02,135.64,32.68,109.31,45.81,120.19,191.97,213.74,186.03,18.93,115.31,360.21,199.54,110.31,265.63,142.55,102.2
211,470.37,216.57,785.62,238.71,390.13,181.62,316.74,281.45,156.21,543.75,155.71,663.98,1013.28,847.89,252.53,378.42,191.02,507.47,272.7,190.98,958.34,462.25,1074.78,55.26,846.47,100.77,363.95,1028.77,433.02,699.89,706.07,1152.06,169.34,636.03,494.63,33.72,423.95,496.28,468.34,1506.03,206.23,263.15,508.39,223.94,343.28,362.71,359.37,805.25,693.62,119.27,831.34,555.69
212,128.7,184.4,119.6,39.36,50.21,160.29,67.97,60.74,287.01,125.95,37.29,66.64,130.25,143.61,103.97,97.28,158.24,56.5,159.14,210.59,218.17,213.0,3.03,169.78,20.22,183.73,228.67,58.86,231.22,91.67,232.14,141.76,441.04,73.34,377.12,97.07,228.36,83.99,130.51,89.66,568.88,313.85,100.33,117.41,425.5,119.6,842.91,374.8,151.98,321.6,156.62,59.44
213,160.74,78.69,272.17,39.22,91.33,242.38,170.15,69.59,278.63,133.97,381.35,17.66,38.06,226.03,112.77,7.87,98.99,95.85,175.85,217.26,359.4,42.81,182.76,51.19,282.24,268.45,5.94,178.36,80.33,53.18,99.13,278.32,22.48,364.69,142.43,143.95,88.06,217.74,40.24,39.93,243.7,202.56,96.14,118.99,54.1,150.06,241.58,87.75,89.99,71.96,146.43,28.09
214,102.13,398.36,422.99,169.11,501.44,591.66,61.41,102.71,119.19,161.99,321.15,533.08,367.68,457.12,214.93,569.26,66.62,41.92,311.44,24.38,235.06,458.11,54.79,293.63,323.16,333.73,153.74,209.51,73.52,264.48,89.47,220.11,357.02,209.04,375.94,92.16,216.53,137.66,26.49,107.49,35.92,558.82,290.78,183.15,570.7,819.39,31.72,71.67,625.28,206.58,355.63,213.39
215,190.15,210.0,590.1,130.45,325.06,251.27,156.43,388.14,11.27,190.87,182.57,112.59,315.65,160.43,63.89,460.04,270.57,344.92,102.31,198.57,473.91,179.76,19.31,39.27,295.36,329.17,243.28,357.49,124.1,112.76,71.22,135.8,102.97,224.88,164.02,522.96,86.2,232.22,40.94,44.96,239.23,38.25,174.39,16.81,309.08,74.16,184.21,188.0,37.31,15.46,101.66,138.32
216,90.91,355.99,420.31,799.05,279.05,273.27,307.19,137.84,133.01,254.81,237.02,91.09,31.14,558.54,600.17,63.29,309.53,127.66,210.56,144.2,185.49,159.92,301.41,281.43,117.25,255.62,194.1,47.51,370.96,370.29,473.23,130.51,131.14,182.12,244.94,124.42,227.79,84.7,48.8,186.59,48.29,155.94,109.66,399.01,325.38,295.23,132.83,383.77,72.55,80.73,67.24,86.85
217,102.73,163.9,203.79,158.58,18.82,82.0,138.83,53.13,175.18,90.78,106.34,379.94,166.72,195.85,36.41,35.64,117.78,14.96,41.23,247.89,309.59,173.6,237.72,185.47,197.0,106.66,205.32,259.45,161.94,137.24,81.33,93.71,60.05,141.92,251.0,274.56,297.39,207.08,665.37,160.91,55.14,113.07,133.89,29.87,101.87,58.8,157.85,132.06,274.06,102.49,6.11,39.09
218,367.52,251.31,99.22,291.78,158.76,399.17,132.76,180.37,232.53,154.17,414.05,115.28,188.29,156.23,90.77,32.1,197.37,96.3,238.43,129.21,375.63,391.51,492.01,333.7,77.5,40.37,74.3,272.29,94.88,117.69,299.8,279.85,140.36,497.55,34.83,26.39,49.52,143.67,294.26,358.6,179.94,15.09,114.22,269.17,40.58,255.44,220.89,108.23,327.14,51.87,66.52,80.44
219,63.68,64.35,299.67,189.33,52.8,28.99,43.24,56.56,199.54,186.93,62.93,107.7,63.46,67.15,32.14,103.94,64.06,232.89,54.16,360.31,167.26,116.32,131.52,49.51,63.24,41.07,65.73,181.03,132.28,32.03,48.23,120.89,134.4,44.08,49.59,341.57,164.33,122.06,370.79,82.81,98.12,103.79,239.26,158.28,147.48,206.97,62.26,75.88,26.64,81.96,36.32,72.59
220,317.51,76.65,64.13,70.97,138.25,55.82,23.31,231.08,158.93,68.16,88.23,247.67,220.46,189.94,47.57,17.38,41.07,4.49,139.21,221.97,134.71,83.24,70.76,81.14,50.61,174.18,33.29,45.98,218.09,259.46,17.5,373.96,29.61,80.02,194.16,313.35,106.38,132.4,69.27,166.88,154.26,127.37,61.8,98.75,143.93,224.73,116.57,23.93,28.59,100.58,156.27,240.13
221,13.4,110.31,20.48,31.6,28.25,33.67,61.42,72.64,59.94,28.33,27.96,24.57,50.88,164.59,43.04,40.03,25.19,37.06,24.46,33.76,15.43,9.28,40.3,60.83,71.76,54.07,30.99,66.28,54.03,17.27,76.74,46.05,30.25,68.47,20.09,82.55,26.22,33.15,91.45,178.93,34.82,20.95,12.46,14.53,44.99,74.86,37.9,47.13,120.54,24.18,40.66,169.54
222,74.85,106.01,143.86,414.75,905.53,17.1,37.38,665.25,83.31,60.21,123.6,452.37,286.5,332.6,359.11,414.92,150.76,122.96,285.69,142.53,113.01,182.59,263.13,251.39,143.06,88.35,132.92,170.81,88.33,93.06,92.4,174.58,131.68,157.65,56.32,148.05,209.34,317.61,137.37,147.99,288.52,277.65,448.49,160.46,273.89,153.53,40.86,816.33,231.16,434.35,448.01,126.32
223,61.82,116.88,102.85,41.97,42.16,124.12,183.59,38.42,62.15,116.05,109.32,236.7,23.52,260.75,62.88,7.9,58.49,98.06,142.72,35.42,39.5,34.26,148.72,141.42,54.78,169.91,130.4,33.39,112.83,73.88,76.22,31.98,5.75,70.04,16.76,73.25,225.85,40.3,82.19,75.28,127.88,75.79,78.87,126.28,88.4,81.35,25.65,36.25,269.42,102.6,35.79,141.44
224,107.89,98.46,73.89,100.57,141.88,280.14,95.34,381.67,171.26,229.73,300.02,24.57,95.12,78.14,121.75,118.09,96.42,212.17,304.16,106.5,243.88,93.21,460.54,140.87,250.15,76.5,312.55,353.47,342.7,49.91,34.48,209.22,221.2,122.39,148.41,87.28,231.36,122.34,204.1,85.14,69.21,392.78,167.6,526.73,254.14,304.83,49.05,99.45,148.85,134.57,55.82,252.44
225,78.39,113.12,15.33,59.74,201.06,150.88,108.86,228.0,40.33,100.7,135.35,293.62,77.83,154.38,166.08,162.84,161.26,41.81,55.8,81.73,255.79,325.95,188.19,119.06,20.06,52.39,462.18,121.89,272.28,232.68,281.33,162.31,378.85,194.11,56.41,367.37,72.63,40.24,57.24,29.83,210.64,300.2,128.06,106.79,84.94,179.61,170.07,42.45,214.03,23.43,306.48,228.58
226,70.08,222.86,392.33,85.42,303.34,577.75,17.35,172.53,101.91,67.38,273.3,374.2,66.82,335.87,174.24,133.45,63.44,84.78,166.43,173.16,665.93,335.03,134.29,101.41,295.8,192.54,125.47,166.91,216.07,123.25,112.09,151.86,246.42,250.2,623.17,290.56,167.9,197.5,248.12,101.43,406.42,160.88,63.93,86.41,106.49,171.32,242.06,124.71,715.77,115.41,65.85,130.58
227,49.44,80.21,24.29,345.61,161.03,175.88,52.88,312.71,169.5,101.48,25.2,114.4,112.75,263.76,90.47,248.38,108.89,517.61,106.85,107.5,76.88,146.28,16.08,38.68,76.3,598.35,267.19,115.11,142.59,62.65,12.23,17.42,14.84,81.11,185.25,270.45,469.59,91.04,51.09,136.62,328.92,72.73,54.7,37.89,71.21,75.75,282.99,542.72,56.08,172.0,120.54,165.68
228,39.49,8.39,114.12,119.38,17.55,232.99,65.88,65.38,95.67,65.35,315.42,165.04,249.91,41.85,122.9,202.13,363.69,877.01,75.27,249.79,271.22,169.75,135.68,282.8,584.49,273.28,154.62,168.85,665.33,127.39,259.83,106.48,203.44,165.36,236.01,164.21,74.57,308.89,196.96,414.18,397.87,282.85,40.25,332.9,48.37,466.1,401.76,59.82,350.93,246.77,109.55,96.15
229,334.97,411.29,549.19,127.79,302.76,247.35,334.08,698.7,304.25,93.17,448.93,343.35,310.85,264.53,361.98,439.87,456.83,127.26,215.17,248.26,140.43,240.56,95.26,181.62,157.23,74.47,179.22,150.81,117.11,676.54,252.53,76.13,469.24,247.83,201.4,134.43,214.93,326.45,471.96,44.99,289.83,122.74,362.45,330.1,329.54,577.72,182.48,184.35,111.21,342.18,71.76,72.86
230,296.96,21.04,122.4,26.36,464.9,253.07,27.36,40.3,610.35,84.39,333.42,202.25,58.84,324.5,310.54,208.81,486.17,223.24,452.03,37.58,106.88,49.82,55.18,146.54,33.16,63.08,323.39,90.54,131.93,210.28,206.63,897.62,178.49,293.87,253.04,183.38,225.16,183.74,731.74,408.77,119.41,96.89,72.97,132.6,158.3,182.45,156.52,203.18,91.59,504.58,23.3,85.9
231,186.82,633.91,245.14,375.07,192.8,32.26,472.8,77.33,115.44,66.77,197.3,266.76,195.81,366.31,70.9,331.95,32.77,123.74,111.32,68.35,284.7,114.12,119.44,72.12,150.74,100.69,36.67,414.82,202.78,145.52,94.11,228.34,423.87,42.74,145.64,192.76,374.12,108.7,245.38,173.59,78.41,98.74,165.79,231.59,70.21,679.78,145.03,553.4,411.82,142.82,126.04,126.49
232,19.98,26.13,19.65,34.79,34.97,7.15,25.64,16.66,25.4,7.41,36.11,40.97,6.5,57.97,1.65,5.27,19.07,3.76,7.32,26.59,25.38,14.12,46.08,12.57,9.17,6.16,1.27,20.03,42.9,16.91,16.28,53.34,19.95,21.05,32.14,13.89,25.96,30.96,44.01,39.23,37.07,47.12,8.06,50.22,27.37,13.48,10.27,37.45,1.89,25.7,36.68,13.95
233,812.13,857.55,799.1,1202.13,121.69,310.37,270.75,806.05,436.44,610.32,36.64,1006.61,348.07,248.15,135.62,135.31,840.6,170.4,1181.76,54.95,330.74,538.28,110.5,300.41,589.42,533.84,735.1,591.47,83.49,857.49,87.26,874.78,302.18,446.53,544.46,96.66,506.91,335.29,277.71,306.27,254.87,155.53,405.48,727.66,269.86,1307.44,244.23,251.74,321.7,266.66,296.81,204.7
234,48.46,22.41,25.26,74.82,56.37,127.11,45.01,32.12,23.05,140.83,60.48,83.95,18.32,46.73,19.73,14.27,22.15,46.73,36.5,90.1,37.15,125.26,56.99,28.82,18.44,39.05,61.23,142.3,16.1,126.81,48.04,27.69,37.54,86.49,85.56,230.3,44.48,205.42,60.51,56.73,119.29,60.81,71.11,30.55,63.15,14.05,43.74,78.32,136.21,17.37,93.1,32.57
235,294.57,220.29,88.33,196.93,832.25,191.27,659.27,182.62,261.89,493.95,197.47,669.04,282.3,448.22,542.71,58.53,205.55,237.91,188.67,259.22,236.52,104.99,970.41,321.17,160.94,692.7,261.93,1216.67,72.65,140.84,238.69,79.71,362.58,461.52,317.0,7.54,280.81,312.04,491.15,628.88,115.4,474.79,383.28,555.15,167.08,450.34,58.61,208.0,420.49,60.3,212.43,295.78
236,157.43,63.58,227.29,90.34,102.17,119.46,179.2,345.9,290.88,192.53,11.49,199.41,119.07,163.81,31.48,645.64,117.62,205.23,364.44,40.08,135.06,138.45,33.69,284.9,72.71,306.42,95.04,252.15,155.93,87.4,232.67,81.94,65.61,409.38,113.22,114.93,411.52,79.96,172.69,183.39,36.43,397.2,178.63,160.86,553.82,81.49,177.62,180.16,196.6,215.67,111.93,205.18
237,69.85,183.27,423.59,37.88,392.12,139.09,122.35,111.5,67.68,74.92,323.72,97.38,303.21,49.54,88.53,158.5,42.15,67.23,332.42,29.79,40.02,34.02,127.27,118.51,50.25,336.49,217.33,137.91,149.76,330.4,205.51,99.58,55.53,157.0,39.46,395.22,96.67,132.02,131.79,72.83,26.01,272.99,76.83,172.03,130.17,74.49,144.45,328.49,155.66,84.48,71.36,140.49
238,51.34,421.34,202.94,183.2,335.18,104.51,118.79,118.54,233.69,192.6,237.46,35.09,245.81,121.16,80.0,93.1,46.49,5.54,121.23,115.48,93.98,70.06,58.85,176.84,49.54,119.2,255.33,127.27,167.05,237.66,368.11,73.73,164.26,170.87,132.28,44.98,308.34,315.75,447.3,345.32,17.65,176.13,172.17,189.86,58.32,546.68,35.4,109.01,350.08,214.95,286.14,162.73
239,54.18,62.19,48.93,77.47,131.34,94.84,105.21,91.17,42.89,67.57,100.08,77.62,22.1,18.15,176.98,77.03,28.64,46.78,89.8,103.19,70.78,105.22,172.8,96.98,5.48,31.67,48.13,62.26,42.88,16.0,95.71,14.06,138.74,171.46,126.42,72.07,239.17,21.96,22.54,106.02,23.62,165.37,16.82,55.31,151.74,248.02,204.55,83.1,122.7,111.99,32.41,124.78
240,76.65,195.0,227.87,389.68,140.46,42.48,156.51,38.37,307.14,213.84,103.44,124.55,83.17,218.84,82.7,280.75,38.33,182.94,171.21,68.17,10.15,46.62,258.94,311.27,219.11,193.56,215.49,269.49,216.68,130.26,175.95,113.0,174.53,212.46,330.89,75.61,322.61,117.52,89.63,34.25,48.77,39.58,163.91,122.55,89.44,115.26,87.08,308.79,64.21,83.12,229.84,30.57
241,164.73,92.33,40.97,221.41,59.3,209.76,281.54,340.68,213.5,53.45,371.36,225.09,113.43,226.16,322.05,303.81,189.24,366.27,157.04,492.25,120.07,180.42,341.57,146.83,41.15,27.2,82.3,389.76,69.48,31.84,146.71,39.07,458.42,40.63,417.46,336.28,79.3,26.27,82.39,237.15,27.37,18.28,279.32,23.78,352.34,339.77,126.96,154.94,116.74,152.49,108.79,364.61
242,101.26,165.47,385.09,228.46,81.84,434.36,316.35,438.26,466.41,531.6,75.85,361.81,232.02,104.35,359.23,491.04,494.77,1328.14,428.26,267.07,96.97,89.01,752.1,629.82,67.01,191.76,695.32,338.83,38.69,879.39,41.3,70.65,194.22,773.05,463.27,477.01,139.78,172.33,311.65,582.32,168.57,388.85,638.59,54.68,97.06,288.75,522.96,91.54,175.11,155.52,220.55,160.83
243,53.36,139.48,168.42,254.26,161.15,293.76,71.37,83.66,77.82,153.6,39.11,92.34,16.29,493.73,212.08,89.65,16.03,112.94,108.87,279.1,200.26,164.5,179.63,208.78,55.07,104.85,77.94,125.48,453.75,125.66,78.09,77.77,71.67,407.33,31.92,81.54,51.0,192.58,85.68,79.81,55.03,31.04,340.38,491.61,190.76,223.49,67.74,56.51,53.96,47.51,306.03,293.65
244,317.42,192.72,223.11,473.27,81.61,211.06,120.77,89.19,316.91,112.06,267.6,329.21,237.01,4.81,6.38,92.02,161.85,428.63,70.18,157.07,230.85,116.73,34.27,49.36,110.89,107.02,140.97,67.31,162.21,282.34,213.98,83.26,113.03,16.27,100.65,50.09,233.15,72.05,113.6,92.0,84.57,100.54,220.84,282.06,224.08,108.33,54.84,122.69,97.64,248.38,59.11,124.64
245,556.07,1016.57,121.56,708.98,304.49,634.45,202.4,215.51,640.29,368.9,708.78,256.39,487.7,314.83,854.98,298.46,426.44,748.53,529.12,133.02,262.57,249.16,69.21,350.53,58.85,205.17,95.09,566.06,75.18,178.76,291.63,204.59,257.74,279.98,448.61,1009.58,259.7,42.48,637.28,24.22,229.69,477.81,347.4,52.77,1090.08,1013.53,119.58,403.26,316.88,544.57,144.54,886.87
246,386.22,164.36,71.4,272.72,109.95,251.8,201.08,118.2,395.92,346.52,72.11,240.61,632.71,101.98,172.68,216.12,71.3,351.25,40.54,101.83,169.27,413.6,149.36,205.48,616.19,52.42,169.31,404.07,93.74,279.4,166.82,36.57,132.01,506.4,57.78,365.94,134.41,288.66,288.24,379.57,146.98,202.61,278.55,229.7,150.79,77.06,81.23,8.39,162.02,92.43,65.29,147.01
247,134.04,284.04,84.23,537.45,36.02,54.94,206.15,286.01,62.91,85.66,240.83,64.48,97.52,49.22,146.14,101.42,86.25,245.74,42.79,99.15,151.55,40.93,180.5,50.1,28.63,247.7,87.06,74.69,153.24,321.62,405.43,480.88,97.19,107.03,152.13,236.28,393.36,166.59,70.16,132.85,65.32,51.61,46.32,156.06,152.81,105.01,187.22,433.57,63.64,214.23,130.19,92.96
248,182.46,10.77,149.27,124.83,80.2,95.22,192.76,135.83,24.72,56.87,246.58,89.52,39.9,26.04,132.28,48.14,94.7,173.7,191.72,218.33,96.37,137.37,112.8,58.03,13.52,36.8,113.83,58.05,122.34,235.73,54.92,415.76,187.41,58.0,79.96,28.44,38.64,63.35,25.02,110.45,189.12,128.11,97.28,28.63,71.94,170.54,171.14,131.39,115.19,18.22,86.77,94.85
249,132.59,206.39,346.04,105.97,55.35,331.84,135.88,171.21,139.32,347.4,75.08,83.34,101.84,51.67,38.01,213.23,312.17,41.36,132.49,115.42,152.43,208.51,328.47,90.39,39.07,146.04,177.26,284.85,307.64,126.4,161.67,39.26,276.48,80.3,41.33,152.02,196.78,195.33,63.56,90.68,271.72,111.27,59.99,127.46,65.46,95.22,101.62,29.5,31.67,97.46,111.89,92.07
250,119.51,133.08,56.01,190.79,271.65,74.56,39.76,111.88,156.99,213.43,36.72,43.88,70.33,133.42,10.34,78.09,150.87,328.7,209.26,101.69,248.3,162.05,131.83,82.13,25.22,121.19,171.9,209.41,77.55,177.37,129.52,110.45,201.53,441.9,439.42,234.19,116.58,216.83,272.72,277.18,112.66,392.0,96.23,70.33,109.89,476.11,279.4,43.03,171.12,201.17,74.19,289.71
251,139.15,50.8,595.58,560.49,676.18,899.0,1071.25,219.51,111.23,417.31,421.1,150.18,282.14,286.03,213.76,57.2,349.45,489.04,43.75,547.5,549.15,361.9,269.27,518.18,214.5,749.29,373.05,270.5,615.23,44.33,621.73,458.41,560.13,245.3,217.53,126.64,701.47,1126.38,190.65,173.22,528.47,138.19,196.04,978.75,882.38,191.97,393.55,525.34,85.63,665.22,209.7,205.45
252,64.95,31.36,66.95,27.33,157.14,70.65,25.48,37.1,36.7,58.63,9.67,42.95,56.97,90.95,24.45,44.49,19.06,39.52,70.7,57.87,72.21,42.96,94.56,28.28,49.29,87.76,31.91,67.68,25.43,40.63,34.64,122.63,50.53,99.62,34.3,52.96,70.97,98.98,72.25,137.88,0.27,154.8,33.53,63.89,120.73,64.32,130.63,51.37,19.06,28.6,40.54,118.62
253,71.66,158.1,172.43,69.8,27.37,113.94,144.6,140.1,117.28,133.79,49.04,97.72,97.43,42.77,29.56,323.71,195.97,44.3,139.54,151.3,74.92,77.47,108.84,51.3,306.34,54.49,107.7,17.69,136.2,22.97,376.64,86.7,477.93,166.33,35.13,256.38,205.69,160.4,283.17,114.1,179.63,147.74,350.87,55.56,82.15,94.29,80.25,129.54,134.09,224.41,36.89,117.48
254,429.73,13.69,446.28,152.25,49.79,148.13,108.17,153.55,203.25,276.73,388.46,74.93,84.7,314.56,245.1,98.79,101.25,47.23,334.14,75.98,176.02,81.5,85.55,34.96,38.25,91.52,158.78,187.55,120.03,207.51,130.1,199.89,584.64,621.95,294.86,154.93,237.15,162.11,295.47,194.51,204.4,183.6,389.82,307.24,196.54,103.12,235.25,114.61,81.48,70.01,75.67,128.69
255,240.84,110.28,109.88,307.47,192.18,193.02,16.74,278.19,243.01,121.93,172.62,197.79,212.87,117.94,103.27,93.01,13.04,177.95,150.89,322.36,159.84,373.59,107.97,11.27,506.95,82.02,257.45,91.62,94.17,174.66,133.13,344.68,151.0,261.13,209.37,124.98,11.97,92.2,93.3,123.6,297.81,136.28,192.2,254.81,59.26,294.59,134.6,83.31,232.16,75.83,127.5,233.96
256,57.84,126.97,74.05,98.57,268.31,136.4,889.07,298.87,856.55,102.58,153.01,119.59,258.62,137.08,364.85,140.71,198.82,248.08,44.01,277.52,525.12,180.74,197.67,250.1,158.1,147.63,22.86,80.05,272.84,154.0,53.45,53.29,290.44,473.19,64.53,72.07,154.61,283.35,269.82,722.85,95.6,118.12,189.9,116.04,161.77,607.5,326.22,351.76,23.3,242.49,132.81,212.74
257,413.07,149.59,193.93,42.57,82.39,259.89,278.55,169.69,195.75,211.2,69.07,119.29,66.07,238.22,95.47,165.6,196.47,330.91,93.98,103.88,32.62,227.94,109.27,59.61,89.07,150.22,247.71,125.86,171.26,239.11,91.42,44.47,60.92,82.77,462.19,51.28,339.17,385.52,82.46,81.14,151.05,273.82,246.85,38.14,522.63,118.63,247.77,240.83,409.89,94.6,55.1,149.65
258,573.53,264.98,300.25,110.41,333.57,91.23,153.54,183.39,82.53,395.11,77.74,238.19,251.21,107.62,180.7,497.07,115.81,521.48,144.72,295.81,238.98,21.74,332.53,27.47,165.05,718.57,120.22,123.84,348.22,83.33,16.55,292.39,123.88,313.44,201.28,27.6,318.82,294.39,313.19,36.69,113.67,155.43,88.36,147.38,57.03,124.17,188.76,135.46,51.04,72.99,50.24,165.41
259,129.32,87.05,88.58,18.48,46.22,194.38,191.18,30.36,132.02,19.26,80.79,15.86,59.97,203.55,259.02,70.25,149.74,24.86,76.45,54.9,89.75,111.84,114.18,50.49,84.2,68.8,20.54,35.43,63.41,171.21,56.71,41.1,63.72,13.42,123.34,53.7,44.01,115.01,71.58,79.8,98.41,14.44,70.04,62.2,61.92,19.7,89.51,70.95,59.73,32.38,47.38,43.84
